"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Osmoprep","Sodium Phosphate, Dibasic, Anhydrous; Sodium Phosphate, Monobasic, Monohydrate","TABLET;ORAL","021892","SALIX PHARMS","11/29/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021892s014lbl.pdf#page=13"
"Oxaydo","Oxycodone Hydrochloride","TABLET;ORAL","202080","ZYLA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202080s009s010lbl.pdf#page=27"
"Oxaydo","Oxycodone Hydrochloride","TABLET;ORAL","202080","ZYLA","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/202080s005s006lbl.pdf#page=26"
"Oxaydo","Oxycodone Hydrochloride","TABLET;ORAL","202080","ZYLA","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/202080s011lbl.pdf#page=29"
"Oxtellar XR","Oxcarbazepine","TABLET, EXTENDED RELEASE;ORAL","202810","SUPERNUS PHARMS","12/13/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202810s000mg.pdf"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","201194","VISTAPHARM","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201194s008lbl.pdf#page=30"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","CAPSULE;ORAL","200534","GENUS LIFESCIENCES","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200534s009lbl.pdf#page=29"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","200535","GENUS LIFESCIENCES","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200535s000MedGuide.pdf"
"Oxycodone Hydrochloride","Oxycodone Hydrochloride","SOLUTION;ORAL","200535","GENUS LIFESCIENCES","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200535s016lbl.pdf#page=32"
"Oxycontin","Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022272","PURDUE PHARMA LP","11/14/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022272s043lbl.pdf#page=47"
"Oxycontin","Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","022272","PURDUE PHARMA LP","11/14/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022272s042MG.pdf"
"Oxymorphone Hydrochloride","Oxymorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","079046","ACTAVIS ELIZABETH","10/10/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/079046s000mg.pdf"
"Ozempic","Semaglutide","SOLUTION;SUBCUTANEOUS","209637","NOVO","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209637s004lbl.pdf#page=24"
"Ozempic","Semaglutide","SOLUTION;SUBCUTANEOUS","209637","NOVO","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209637s003lbl.pdf#page=24"
"Pacerone","Amiodarone Hydrochloride","TABLET;ORAL","075135","UPSHER SMITH LABS","11/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088668.pdf"
"Palladone","Hydromorphone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","021044","PURDUE PHARMA LP","04/16/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088670.pdf"
"Palynziq","Pegvaliase-Pqpz","INJECTABLE;INJECTION","761079","BIOMARIN PHARM","05/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf#page=23"
"Pamelor","Nortriptyline Hydrochloride","CAPSULE;ORAL","018013","SPECGX LLC","04/09/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf"
"Pamelor","Nortriptyline Hydrochloride","CAPSULE;ORAL","018013","SPECGX LLC","04/09/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018013s064lbl.pdf#page=15"
"Pamelor","Nortriptyline Hydrochloride","SOLUTION;ORAL","018012","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088671.pdf"
"Pancreaze","Pancrelipase (Amylase;Lipase;Protease)","CAPSULE, DELAYED RELEASE;ORAL","022523","VIVUS INC","03/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022523s013lbl.pdf#page=16"
"Parnate","Tranylcypromine Sulfate","TABLET;ORAL","012342","CONCORDIA","01/04/2018","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088674.pdf"
"Paxil","Paroxetine Hydrochloride","TABLET;ORAL","020031","APOTEX TECHNOLOGIES","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020031s074lbl.pdf#page=43"
"Paxil","Paroxetine Hydrochloride","SUSPENSION;ORAL","020710","APOTEX TECHNOLOGIES","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020031s074lbl.pdf#page=43"
"Paxil CR","Paroxetine Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020936","APOTEX TECHNOLOGIES","09/11/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020936s047lbl.pdf#page=29"
"Peganone","Ethotoin","TABLET;ORAL","010841","RECORDATI RARE","02/27/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/010841s022MedGuide.pdf"
"Pegasys","Peginterferon Alfa-2a","VIAL; SUBCUTANEOUS","103964","HOFFMAN-LA ROCHE","10/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103964s5270lbl.pdf#page=39"
"Pegasys","Peginterferon Alfa-2a","SYRINGE","103964","HOFFMAN-LA ROCHE","10/13/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103964s5270lbl.pdf#page=39"
"Pegintron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5311lbl.pdf#page=27"
"Pegintron","Peginterferon Alfa-2b","SYRINGE","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Pegintron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Pegintron","Peginterferon Alfa-2b","SYRINGE","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"Pegintron","Peginterferon Alfa-2b","SYRINGE","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5311lbl.pdf#page=27"
"Pegintron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","01/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf#page=29"
"Pennsaid","Diclofenac Sodium","SOLUTION;TOPICAL","020947","NUVO PHARMS INC","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM191085.pdf"
"Percocet","Acetaminophen; Oxycodone Hydrochloride","TABLET;ORAL","040330","VINTAGE PHARMS LLC","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/040330s052lbl.pdf"
"Percodan","Aspirin; Oxycodone Hydrochloride","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/007337s049lbl.pdf#page=24"
"Percodan","Aspirin; Oxycodone Hydrochloride","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/007337s052lbl.pdf#page=26"
"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/007337s050s051lbl.pdf#page=25"
"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/007337s052lbl.pdf#page=26"
"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/007337s049lbl.pdf#page=24"
"Percodan","Aspirin; Oxycodone Hydrochloride","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/007337s050s051lbl.pdf#page=25"
"Percodan-Demi","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/007337s049lbl.pdf#page=24"
"Percodan-Demi","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/007337s050s051lbl.pdf#page=25"
"Percodan-Demi","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","TABLET;ORAL","007337","ENDO PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/007337s052lbl.pdf#page=26"
"Perforomist","Formoterol Fumarate","SOLUTION;INHALATION","022007","MYLAN SPECLT","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022007s014lbl.pdf#page=19"
"Perforomist","Formoterol Fumarate","SOLUTION;INHALATION","022007","MYLAN SPECLT","05/29/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM214444.pdf"
"Pexeva","Paroxetine Mesylate","TABLET;ORAL","021299","SEBELA IRELAND LTD","01/04/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021299s033lbl.pdf#page=38"
"Phenergan VC W/ Codeine","Codeine Phosphate; Phenylephrine Hydrochloride; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/008306s034lbl.pdf#page=29"
"Phenergan W/ Codeine","Codeine Phosphate; Promethazine Hydrochloride","SYRUP;ORAL","008306","ANI PHARMS","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/008306s034lbl.pdf#page=29"
"Plavix","Clopidogrel Bisulfate","TABLET;ORAL","020839","SANOFI AVENTIS US","05/17/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020839s070lbl.pdf#page=23"
"Plavix","Clopidogrel Bisulfate","TABLET;ORAL","020839","SANOFI AVENTIS US","05/17/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020839s072lbl.pdf#page=24"
"Plegridy","Peginterferon Beta-1a","INJECTABLE;INJECTION","125499","BIOGEN IDEC INC","03/27/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125499s018lbl.pdf#page=19"
"Plegridy","Peginterferon Beta-1a","INJECTABLE;INJECTION","125499","BIOGEN IDEC INC","03/27/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM475804.pdf"
"Plenvu","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","209381","SALIX","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209381s002lbl.pdf#page=17"
"Plenvu","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","209381","SALIX","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209381s000lbl.pdf#page=17"
"Plenvu","Ascorbic Acid; Polyethylene Glycol 3350; Potassium Chloride; Sodium Ascorbate; Sodium Chloride; Sodium Sulfate","FOR SOLUTION;ORAL","209381","SALIX","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209381s001lbl.pdf#page=17"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204026s024lbl.pdf#page=33"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204026s023lbl.pdf#page=33"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204026s021lbl.pdf#page=31"
"Pomalyst","Pomalidomide","CAPSULE;ORAL","204026","CELGENE","05/14/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204026s017lbl.pdf#page=31"
"Ponstel","Mefenamic Acid","CAPSULE;ORAL","015034","AVION PHARMS","05/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088692.pdf"
"Potiga","Ezogabine","TABLET;ORAL","022345","GLAXOSMITHKLINE","05/20/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM259619.pdf"
"Pradaxa","Dabigatran Etexilate Mesylate","CAPSULE;ORAL","022512","BOEHRINGER INGELHEIM","07/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022512s039lbl.pdf#page=24"
"Prepopik","Citric Acid; Magnesium Oxide; Sodium Picosulfate","FOR SOLUTION;ORAL","202535","FERRING PHARMS INC","08/15/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202535s005lbl.pdf#page=15"
"Pretomanid","Pretomanid","TABLET;ORAL","212862","MYLAN IRELAND LTD","08/14/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212862s000lbl.pdf#page=19"
"Prevacid","Lansoprazole","TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE;ORAL","021428","TAKEDA PHARMS USA","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020406s087s088,021428s034s035lbl.pdf#page=38"
"Prevacid","Lansoprazole","CAPSULE, DELAYED REL PELLETS;ORAL","020406","TAKEDA PHARMS USA","06/07/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020406s087s088,021428s034s035lbl.pdf#page=38"
"Prevacid Naprapac 250 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 375 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Prevacid Naprapac 500 (Copackaged)","Lansoprazole; Naproxen","CAPSULE, DELAYED REL PELLETS, TABLET;ORAL","021507","TAKEDA PHARMS NA","07/31/2009","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088694.pdf"
"Priftin","Rifapentine","TABLET;ORAL","021024","SANOFI AVENTIS US","06/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021024s017s018lbl.pdf#page=28"
"Priftin","Rifapentine","TABLET;ORAL","021024","SANOFI AVENTIS US","06/09/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM426514.pdf"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA PHARMS","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s102,022056s019lbl.pdf"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA PHARMS","12/19/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS PHARMA BV","08/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s102,022056s019lbl.pdf#page=34"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS PHARMA BV","08/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022056s021lbl.pdf#page=14"
"Prilosec","Omeprazole Magnesium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022056","COVIS PHARMA BV","08/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019810s103,022056s020lbl.pdf#page=34"
"Prilosec","Omeprazole","CAPSULE, DELAYED REL PELLETS;ORAL","019810","ASTRAZENECA PHARMS","12/19/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM322359.pdf"
"Pristiq","Desvenlafaxine Succinate","TABLET, EXTENDED RELEASE;ORAL","021992","PF PRISM CV","02/06/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021992s046lbl.pdf#page=35"
"Probuphine","Buprenorphine Hydrochloride","IMPLANT;IMPLANTATION","204442","TITAN PHARMS","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204442s009lbl.pdf#page=49"
"Prohance","Gadoteridol","INJECTABLE;INJECTION","020131","BRACCO","04/26/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020131s028lbl.pdf#page=1"
"Prohance Multipack","Gadoteridol","INJECTABLE;INJECTION","021489","BRACCO","11/02/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021489s006lbl.pdf#page=1"
"Prolia","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","06/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125320s205lbl.pdf#page=30"
"Prolia","Denosumab","INJECTABLE; SUBCUTANEOUS","125320","AMGEN","06/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125320s202lbl.pdf#page=30"
"Promacta","Eltrombopag Olamine","TABLET;ORAL","022291","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022291s021lbl.pdf#page=35"
"Promacta","Eltrombopag Olamine","TABLET;ORAL","022291","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022291s027,207027s010lbl.pdf#page=35"
"Promacta Kit","Eltrombopag Olamine","FOR SUSPENSION;ORAL","207027","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022291s027,207027s010lbl.pdf#page=35"
"Promacta Kit","Eltrombopag Olamine","FOR SUSPENSION;ORAL","207027","NOVARTIS","04/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207027s008lbl.pdf#page=35"
"Propulsid","Cisapride Monohydrate","TABLET;ORAL","020210","JANSSEN PHARMS","03/06/2000","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Propulsid.pdf"
"Propylthiouracil","Propylthiouracil","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/006188s020MedGuide.pdf"
"Propylthiouracil","Propylthiouracil","TABLET;ORAL","006188","DAVA PHARMS INC","09/19/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/006188s026lbl.pdf#page=7"
"Proquin XR","Ciprofloxacin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021744","DEPOMED INC","08/15/2011","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Proquin XR.pdf"
"Protonix","Pantoprazole Sodium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","04/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020987s055,022020s017lbl.pdf#page=33"
"Protonix","Pantoprazole Sodium","FOR SUSPENSION, DELAYED RELEASE;ORAL","022020","WYETH PHARMS","04/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020987s053,022020s015lbl.pdf#page=30"
"Protonix","Pantoprazole Sodium","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","04/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020987s053,022020s015lbl.pdf#page=30"
"Protonix","Pantoprazole Sodium","TABLET, DELAYED RELEASE;ORAL","020987","WYETH PHARMS","04/25/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020987s055,022020s017lbl.pdf#page=33"
"Protopic","Tacrolimus","OINTMENT;TOPICAL","050777","LEO PHARMA AS","02/25/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088996.pdf"
"Provigil","Modafinil","TABLET;ORAL","020717","CEPHALON","01/15/2015","http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020717s030s034s036MedGuide.pdf"
"Prozac","Fluoxetine Hydrochloride","CAPSULE;ORAL","018936","ELI LILLY AND CO","04/28/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/018936s109lbl.pdf#page=26"
"Prozac","Fluoxetine Hydrochloride","CAPSULE;ORAL","018936","ELI LILLY AND CO","04/28/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"Prozac Weekly","Fluoxetine Hydrochloride","CAPSULE, DELAYED REL PELLETS;ORAL","021235","LILLY","03/24/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/018936s103,021235s023lbl.pdf#page=28"
"Qmiiz ODT","Meloxicam","TABLET, ORALLY DISINTEGRATING;ORAL","211210","TERSERA THERAPS LLC","08/20/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211210s000lbl.pdf#page=35"
"Qsymia","Phentermine Hydrochloride; Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","022580","VIVUS","03/23/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022580s016lbl.pdf#page=37"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","01/24/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209091s003lbl.pdf#page=37"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209091s000lbl.pdf"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209091s004lbl.pdf#page=40"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/209091s005lbl.pdf#page=37"
"Qtern","Dapagliflozin; Saxagliptin Hydrochloride","TABLET;ORAL","209091","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209091s002lbl.pdf#page=40"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210874s000lbl.pdf#page=50"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210874s003lbl.pdf#page=47"
"Qternmet XR","Dapagliflozin; METformin Hydrochloride; Saxagliptin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","210874","ASTRAZENECA AB","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210874s001lbl.pdf#page=50"
